	date	category	content	sentiment_score
16	2022-03-09	Finance	malaysian billionaire glove maker delays hong kong listing profit slumps top glove controlled billionaire lim wee chai postponed plans list hong kong bourse profits tumbled prices rubber gloves moved closer pre pandemic levels.	-0.9189538
17	2022-03-09	Cryptocurrencies	next bitcoin prices latest gains bitcoin prices rallied recently climbing 000 today . latest increase key levels support resistance cryptocurrency face next several analysts weigh.	0.5353086
18	2022-03-09	Finance	cybersecurity disclosures would strengthened new sec proposals sec chair gary gensler said proposals adopted would strengthen ability investors evaluate cybersecurity incidents reporting precautions companies making consistent comparable reliable decision making information available.	0.91957724
19	2022-03-09	Finance	mindset lead positive outcomes life control everything may happen day control approach . important research shows mindset plays significant role determining life outcomes.	0.12478685
20	2022-03-09	Finance	women actually retire successfully investing gender equality believe everyone build financial plan aligned values . people even women also concerned actually able retire investing gender equality . first series posts march 2022 examine issue.	0.026634509
21	2022-03-09	Finance	much social security boost benefits year good news bad news kind story.	0.020113915
22	2022-03-09	Finance	economic resilience times war jeff schulze clearbridge investments discusses potential economic financial market impact russia ukraine conflict well believes recession risks remain low.	0.13346006
23	2022-03-09	Finance	indonesia prajogo pangestu gets full control star energy buying thailand bcpg 33 percent stake million green era private singapore based company controlled indonesian billionaire prajogo pangestu bought 33.33 percent star energy thailand bcpg million giving full ownership three geothermal projects indonesia.	0.07268017
24	2022-03-09	Cryptocurrencies	leak reveals biden crypto plans sending price bitcoin ethereum bnb solana cardano xrp terra luna avalanche higher bitcoin cryptocurrency prices soared following premature publication u.s. treasury statement long awaited biden administration executive order ...	0.5511126
25	2022-03-09	Stock Market	verisign stock continue beating market verisign inc. stock nasdaq vrsn almost 5 percent past two weeks ten trading days outperforming p 500 roughly unchanged period . look change last five days stock returned 1.9 percent outperforming broader markets ...	0.9390682
26	2022-03-09	Stock Market	pick stock american airlines dip ends shares american airlines delta air lines observing steep decline due rising fuel prices overall geopolitical risk premium weighing broader market . moreover companies significant fuel hedging contracts safeguard short term spikes ...	-0.66585964
27	2022-03-09	Stock Market	resmed stock better pick networking equipment company believe resmed medical equipment company currently appears attractive pick ciena stock telecommunications networking equipment software services company similar revenue base despite rmd comparatively higher valuation . rmd stock trades 10.5x trailing ...	0.66831374
28	2022-03-09	Stock Market	growth stocks crashed year futuristic theme holding theme space stocks outperformed year declining 5 percent year date compared broader p 500 remains 9 percent . investors broadly reducing exposure futuristic themes brace higher rates tighter monetary policy ...	-0.22306894
29	2022-03-09	Finance	high oil prices reduce oil demand staycations conservation could reduce u.s. oil demand 1 mb year balance market.	-0.7186118
30	2022-03-09	Stock Market	russia ukraine conflict set green energy stocks outperformance theme renewable energy stocks includes stocks u.s. listed companies include renewable energy solar panel manufacturers biofuel producers lithium miners hydrogen fuel cell players declined 11 percent year date compared p 500 ...	-0.98633426
31	2022-03-09	Stock Market	health insurance company better pick unitedhealth stock think cigna stock nyse ci currently better pick compared unitedhealth stock nyse unh healthcare sector given comparatively lower valuation better prospects . unh stock trades 1.6x trailing revenues compared 0.4x ci stock ...	0.575955
32	2022-03-09	Stock Market	nio stock continues sell . next u.s. listed chinese premium electric vehicle maker nio stock declined almost 20 percent last week compared p 500 3.5 percent period . recent sell nio stock 43 percent year date . growth stocks favor ..	-0.07099928
33	2022-03-09	Stock Market	happening norwegian cruise line stock norwegian cruise line third largest cruise line operator seen stock price decline 21 percent last week underperforming p 500 4 percent period . stock also remains 25 percent last month . recent sell largely.	-0.5342995
34	2022-03-09	Cryptocurrencies	biden crypto executive order puts urgency digital dollar research fuels bitcoin ether prices long awaited executive order benign previously feared helped bitcoin surpass 000.	0.90248424
35	2022-03-09	Finance	buy rumor sell news commodities pointing lower biden announces ban stocks may getting help commodities equity index futures point higher open commodity futures fall opening bell.	0.566178
36	2022-03-09	Finance	amerisourcebergen supplying growing pharmaceutical demand company well positioned benefit several trends drive long term growth pharmaceutical sales.	0.82046664
37	2022-03-09	Finance	biden administration says 100 000 borrowers qualify student loan forgiveness biden administration wednesday announced 100 000 student loan borrowers identified qualifying .2 billion student loan forgiveness new expanded program borrowers working public service careers . details.	0.0053973016
38	2022-03-09	Cryptocurrencies	circle crypto future global money crypto poised transform payments says circle ceo jeremy allaire stablecoin maker behind usdc wants heart future.	0.0727395
39	2022-03-09	Finance	biden cancel .2 billion student loans biden cancels .2 billion student loans.	-0.9789357
40	2022-03-09	Finance	avoid worst style etfs 1q22 large number etfs little serving investors best interests . three red flags investors use avoid worst etfs.	-0.24294965
41	2022-03-10	Finance	fedex reports close 3 17 options contracts expire next day according nextearningsdate.com fedex fdx next earnings date projected 3 17 close earnings estimates .68 share .42 billion revenue.	0.0058216155
42	2022-03-10	Finance	california ending asset test medicaid long term care . mistake state increase medicaid asset limit 000 individual 000 000 couple 000. first glance seems like big win frail older adults california . story complicated seems.	0.19560023
43	2022-03-10	Finance	late contribute ira 2021 still time contribute ira 2021. learn.	0.024264783
44	2022-03-10	Finance	us listed chinese companies react today hfcaa announcement fading optimisim ukraine truce asian equities followed us equities higher overnight hopes peaceful resolution ukraine crisis oil prices plummeted.	-0.045068532
45	2022-03-10	Finance	nasdaq crash looks like crash acts like crash crash key question charting foresight end hindsight cut theory would say never look chart ascertain future.	-0.017270256
46	2022-03-10	Cryptocurrencies	proof stake expanding crypto world investors crypto complex world . however advent proof stake staking pools allowing common investors partake stable forms crypto income.	0.05076755
47	2022-03-10	Finance	biden seems poised issue student loan relief key details biden administration looking increasingly likely issue student loan relief coming weeks including extension student loan pause additional student loan forgiveness . means borrowers.	0.07506971
48	2022-03-10	Finance	putin russian pals mystery partners public pension deals many wealthy russians mystery investors enjoying preferential treatment alternative investments short changing america public pensions	0.01668682
49	2022-03-10	Stock Market	three cybersecurity stocks consider cyberattacks continue three cybersecurity stocks gaining momentum due russia attack ukraine.	0.052877873
50	2022-03-10	Finance	inflation surge continues three key things watch u.s. inflation remained high february expected clues inflation may trending 2022.	0.5991086
51	2022-03-10	Stock Market	stumbling stock market precipice risk plummet high stock market correction ready worsen	-0.9638851
52	2022-03-10	Finance	ask larry get maximum social security retirement benefit high income today social security column addresses questions whether universal maximum social security benefit year start benefits avoid effects earnings test availability spousal benefits born 1954.	-0.00473418
53	2022-03-10	Finance	markets make ukraine war commonwealth cio brad mcmillan looks market reaction ukraine war investors may expect ahead.	0.0033973642
54	2022-03-10	Stock Market	amazon latest mega cap announce historic stock split might next mega cap companies could see value splitting stock experts predict.	0.04093848
55	2022-03-10	Finance	week credit card news card networks cut business russia merchant fees set rise took place week credit card payment industries	-0.95318544
56	2022-03-10	Stock Market	learn amazon stock split amazon stock split may cosmetic . stock splits often followed stock stock acquisitions . amazon bracing major mergers acquisitions	-0.047904536
57	2022-03-10	Cryptocurrencies	crypto regulation finally starting catch market innovation recent executive order good news crypto development	0.4680568
58	2022-03-10	Cryptocurrencies	crypto scams growing says key bank regulator pointed crypto theft hit .2 billion 2021 516 percent increase 2020 biggest threat coming called rug pulls legitimate looking crypto projects used attract steal .8 billion.	0.11028981
59	2022-03-10	Stock Market	rising geopolitical tensions could boost tech stocks theme cyber security stocks declined 17 percent year date 2022 compared p 500 12 percent nasdaq 100 remains close 20 percent year date . tech stocks general seeing big sell rising interest rates make investors shift.	-0.58500856
60	2022-03-10	Finance	cohousing model save senior living industry obsolescence model cohousing may senior living industry needs refresh old thinking older adults want fed housed games play mildly interesting old movies watch.	0.014778791
61	2022-03-10	Finance	still open small business retirement plan 2021 small business retirement plans still opened 2021 keep reading deadlines open sep ira solo 401 k cash balance pension plan.	0.018984146
62	2022-03-10	Finance	kenyan micro task workers using stablecoins make affordable cross border payments one major challenges facing micro workers globally cost friction processing international payments local currencies.	-0.18324102
63	2022-03-10	Stock Market	estee lauder stock rallied 2x since late 2018 estee lauder stock price grew 2x around 2018 end almost currently primarily due favorable changes p multiple . come surprise company also witnessed rise revenue period revenue per share risen helped ...	0.9709555
64	2022-03-10	Stock Market	western digital stock underperformed despite revenue growth western digital stock price dropped 30 percent around 2019 end almost currently primarily due unfavorable changes p multiple . comes surprise company witnessed rise revenue period revenue per share risen despite 6 percent increase ...	-0.010388404
65	2022-03-10	Stock Market	stocks fall red hot inflation report failed russia ukraine talks oil prices surged stocks fell amid rising inflation uncertainty war ukraine.	-0.98434824
66	2022-03-10	Finance	loss aversion let cognitive biases influence retirement accounts loss aversion one type cognitive bias studied behavioral economics may impact finances.	-0.24437949
67	2022-03-10	Stock Market	paycom stock good pick realize long term gains shares paycom software automatic data processing observing downtrend recent months fairly line broader markets . companies offer human capital management services payroll processing tax administration time labor management etc ...	0.4749463
68	2022-03-10	Stock Market	gap stock 15 percent month looks like steal gap stock specialty retailer selling casual apparel accessories personal care products men women children gap old navy banana republic brands declined 15 percent twenty one trading days one month currently stands near . noted ...	-0.40376762
69	2022-03-10	Stock Market	people united financial stock outperformed p500 last week expect people united financial stock gained 1.9 percent last week outperforming p 500 3.2 percent . stock outperformed broader markets one month 3.8 percent vs 7.2 percent . current stock market volatility attributable crisis ukraine russia well ...	0.16861697
70	2022-03-10	Cryptocurrencies	war money never credit suisse shocking prediction means bitcoin price crypto witnessing birth bretton woods iii new world monetary order change money know . learn may affect bitcoin price cryptos.	-0.4089908
71	2022-03-10	Finance	goldman sachs ex banker drags hip hop mogul 1mdb scandal embezzlement drama continues kimora lee simmons accused helping ex tim leissner former goldman sachs partner asia hide million stolen .5 billion 1mdb corruption scandal cost goldman sachs billions dollars around world settle.	-0.9170243
72	2022-03-10	Finance	fintech leaps forward latin america latin america become new breeding ground fintech unicorns amid major venture capital investments poured region.	0.17563263
73	2022-03-10	Stock Market	9 percent month zoetis stock rebound stock price zoetis animal health company seen 9 percent fall month 6 percent week . company reported upbeat q4 results last month revenue .0 billion adjusted eps .00 beating consensus estimates .9 billion .96 respectively ...	-0.22635233
74	2022-03-10	Stock Market	better pick corning stock believe thermo fisher scientific currently attractive pick corning stock despite tmo comparatively higher valuation . tmo stock trades 5.2x trailing revenues compared 2.2x glw stock . believe valuation gap justified extent given thermo fisher ..	0.44606224
75	2022-03-10	Stock Market	apple stock remain safe uncertain market markets tough year far p 500 declining 13 percent year date amid ongoing war russia ukraine surging inflation crude oil prices expectations tighter monetary policy likely impact economic growth ...	-0.9757099
76	2022-03-10	Stock Market	amazon announces stock split providing green sea red falling overnight p 500 futures rally lows consumer price index cpi comes target.	-0.60748976
77	2022-03-10	Cryptocurrencies	color innovator pantone give away limited nfts free raffle art moves blockchain color . pantone first ever nft release year color year shows could look like.	0.013239613
78	2022-03-10	Finance	dividend investing integrity 2022 portfolio problems infinitesimal compared suffering happening eastern europe.	-0.5660928
79	2022-03-10	Finance	altria eliminates operating lease disclosure real earnings season week filing season finds report highlights interesting footnote disclosures 727 10 ks 10 qs robo analyst analyzed last week.	-0.038787268
80	2022-03-10	Finance	avoid worst style mutual funds 1q22 large number mutual funds little serving investors best interests . three red flags investors use avoid worst mutual funds.	-0.035145327
81	2022-03-10	Finance	another huge sign biden may extend student loan payment pause yes good news student loans.	0.65241194
82	2022-03-10	Finance	taking advantage low high interest rates wealth transfers pays plan ahead low high interest rate environments volatile times.	0.034307618
83	2022-03-10	Cryptocurrencies	potus crypto eo historical day digital innovation white house championing case digital assets president executive order champions innovation blockchain compelling benefits individual privacy civil liberties participation accessible democratic capitalism.	0.033809666
84	2022-03-10	Finance	inflation spiked 7.9 percent february hitting 40 year high amid growing uncertainty record gas prices fourth month straight inflation clocking highest rate 40 years.	0.9317943
85	2022-03-10	Stock Market	moderna stock trades 3x earnings . value trap moderna stock declined almost 45 percent thus far 2022 currently trades per share . following big sell moderna stock trades little 4.5x consensus 2022 earnings . exclude moderna sizable cash pile billion stock trades ...	-0.3114732
86	2022-03-11	Finance	rocketing gas prices hurt consumers study shows much clearly recent run gas prices hurts consumer spending elsewhere . recent data research enables us work much . impact u.s. consumer may material	-0.2839778
87	2022-03-11	Finance	xpo logistics spin brokerage business separate publicly traded company march 8 2022 xpo logistics inc leading provider freight transportation services primarily truck brokerage announced plan spin brokered transportation services truck brokerage business transforming remaining company pure play less truckload company.	0.016588122
88	2022-03-11	Finance	recession odds rising amid ukraine invasion could pose serious risk u.s. economy goldman downgraded economic growth outlook thursday citing russia war ukraine bank america worried two developments could increase likelihood recession.	-0.98697037
89	2022-03-11	Finance	financially response market volatility global uncertainty everything going world right feeling general unease blanketing nation . speak politics foreign governments mourn lives lost current struggles share thoughts see markets reacting.	-0.44961432
90	2022-03-11	Stock Market	rivian stock hitting new lows weak earnings analysts still predict rebound rivian shares 60 percent year analysts giving stock yet.	-0.9629247
91	2022-03-11	Finance	new entrepreneur focuses staffing plans patricia wynn lifestyle business grows time consider hiring employees building infrastructure	0.06264846
92	2022-03-11	Finance	picture books tell story three second act writers women writing children become labor love	-0.02482742
93	2022-03-11	Finance	disney forced face activist shareholder inquiring china major american companies leave russia war ukraine ones fine conducting business china state department says genocide occurring muslims far west province.	-0.62893397
94	2022-03-11	Cryptocurrencies	hidden lebron james nft drop probably missed year super bowl commercial might problematic crypto.com hid secret nft drop popular lebron james super bowl commercial . could problem.	-0.55629516
95	2022-03-11	Finance	claim bad debt losses taxes friend needs money make poor soul loan . oops jerk repay . least get tax break loss.	-0.031578206
96	2022-03-11	Finance	investors standing russia matter principle return investors justify exit russia based future value may feel aligned fiduciary duty today feel pressure reinvest assets available attractive prices . using valuation justify moral decision stand test time.	-0.019482668
97	2022-03-11	Finance	top 4 bargain opportunities global property investors currencies across globe move response current events creating windows buying opportunity dollar holders key property markets . 3 markets want keep mind ...	0.06256062
98	2022-03-11	Cryptocurrencies	cryptocurrency fuels growth crime cryptocurrency bitcoin ethereum rest fueling new kind digital crime wave.	0.028725628
99	2022-03-11	Finance	oil prices cause recessions fed higher oil prices cause inflation increase even higher today ultimately matters fed action.	0.11099781
100	2022-03-11	Finance	bill ackman goes aboard canadian pacific railway guru returns successful investment following acquisition kansas city southern	0.37723914
101	2022-03-11	Finance	update wldn march 11 willdan group wldn reported quarterly results close market yesterday . driven restart los angeles department water power ladwp commercial direct install program wldn largest contract higher engineering consulting revenue q4 net ...	0.46696532
102	2022-03-11	Cryptocurrencies	biden labor department big worries crypto 401 k sexy investment wise one especially plenty people looking dip pocket.	0.017683882
103	2022-03-11	Cryptocurrencies	legendary investor predicted end u.s. dollar warned future bitcoin amid extreme crypto price swings happening u.s.dollar end u.s. dollar ...	-0.4228902
104	2022-03-11	Cryptocurrencies	biden new executive order digital assets fuels u.s. crypto economy brett harrison president ftx.us said amount regulation important allow institutions come feel confident able put money emerging space like cryptocurrency.	0.3696985
105	2022-03-11	Finance	russia geopolitics throw another curveball investors russia invasion ukraine addition pain devastation caused also added another roadblock global economy attempt return kind normal pandemic . addition pushing oil prices even higher also broadly raised level inflation.	-0.07183647
106	2022-03-11	Finance	could russian oil ban turn world toward renewable energy president joe biden announced ban russian oil imports . move sent prices pumps soaring americans curious invest renewable energy.	0.38779086
107	2022-03-11	Finance	consumers demand sustainable products shopping formats consumers senior retail executives surveyed tandem compare perceptions preferences sustainable products shopping formats influences driving sustainable purchase decisions.	0.098998345
108	2022-03-11	Cryptocurrencies	forbes virtual nft billionaires join fun next best list forbes virtual nft billionaire	0.010225231
109	2022-03-11	Cryptocurrencies	non fungible taxes nft business booms tax reckoning awaits nfts one hottest topics blockchain . investors come droves invest one kind electronic assets tune billions dollars . investment may exist ether tax liability u.s. government wants share.	0.016748426
110	2022-03-11	Finance	30 percent 2 weeks solaredge technologies continue run solaredge technologies inc. stock almost 35 percent past two weeks ten trading days outperforming p 500 3 percent period . look change last five days one month stock returned 1.3 percent 38 percent outperforming broader ...	0.9377843
111	2022-03-11	Finance	fed rate hikes policy mistake fight inflation fed make things worse meets next week	0.026179273
112	2022-03-11	Finance	u.s. listed chinese companies worth .1 trillion face risk delisting window regulators china u.s. resolve auditing dispute closing threatening much .1 trillion worth u.s. listed chinese stocks sec signaled intention delist five firms failing comply accounting rules.	-0.95257676
113	2022-03-11	Finance	southern california startup ushering luxury car market digital age luxury retailers saw profits soar pandemic . one california startup poised capitalize bring luxury car sales digital age.	-0.20283256
114	2022-03-11	Stock Market	odds return favor jetblue airways stock sudden spike benchmark oil prices early january present weighed airline stocks including jetblue airways nasdaq jblu . fuel costs account fifth jetblue operating expenses 60 percent rise expected make short term dent bottom line ...	-0.08277246
115	2022-03-11	Finance	lululemon better pick athleisure giant despite higher valuation think lululemon stock currently better pick compared nike stock given better revenue margins growth . companies benefited stay home orders customers favored athleisure comfortable clothing spending time home.	0.74796164
116	2022-03-11	Stock Market	better pick west pharmaceutical services stock believe catalent stock global solutions provider drugs biologics gene therapies consumer healthcare products currently attractive pick west pharmaceutical services best known injectable pharmaceutical packaging delivery systems given comparatively ...	0.8817928
117	2022-03-11	Stock Market	12 percent month henry schein stock continue see higher levels stock price henry schein healthcare products services distributor seen 12 percent rise month solid 30 percent year . company reported upbeat q4 results last month revenue .3 billion adjusted eps .07 beating consensus estimates ...	0.9315116
118	2022-03-11	Stock Market	stocks week buy whiting petroleum occidental petroleum pair strong energy stocks coming week april.	0.44029915
119	2022-03-11	Finance	texas instruments 1.8x move since 2018 come surprise texas instruments incorporated stock price grew 1.8x around 2018 end currently primarily due favorable changes p multiple . come surprise company also witnessed rise revenue period revenue per share ...	0.83172303
120	2022-03-11	Finance	biden could deliver student loan cancellation student loan payment pause year would major win student loan borrowers.	-0.71981263
121	2022-03-11	Stock Market	barclays stock surpassed consensus q4 buy barclays stock lost approximately 17 percent ytd compared 10 percent drop p500 period . current price per share trading 17 percent fair value trefis estimate barclays valuation . investment bank recently released ...	-0.3062789
122	2022-03-11	Stock Market	5 percent fortnight hp inc. stock continue outperforming market hp inc. stock almost 5 percent past two weeks ten trading days outperforming p 500 around 1 percent period . look change last five days one month stock dropped 0.7 percent 3.8 percent respectively still performed better ...	-0.43154112
123	2022-03-11	Stock Market	amazon stock rise buyback stock split announcement amazon saw stock fall 12 percent last twenty one trading days . comparison broader p500 fell 4.5 percent period . yesterday company announced board approved 20 1 split e commerce giant common stock authorized billion buyback plan	-0.6075845
124	2022-03-11	Finance	guide public pension funds divesting russia lawmakers least dozen states pressuring pension funds divest russian related investments . however many loss.	-0.10759169
125	2022-03-11	Stock Market	rising yields could block growth stocks benefitting peace progress stocks look rally positive comments russian president vladimir putin . however investors moving safe havens even new development.	0.73817074
126	2022-03-11	Finance	local investors less pessimistic week review asian equities mixed night china india singapore thailand green.	-0.034741163
127	2022-03-11	Stock Market	reasonably valued stocks solid play cloud 5g theme internet infrastructure stocks includes companies supply hardware software underpins internet including processors memory fiber optic cables switches declined roughly 17 percent year date . decline line sell broader ...	-0.38934022
128	2022-03-11	Finance	self employed collect social security someone self employed nearly two decades saving retirement challenge.	-0.043620553
129	2022-03-11	Stock Market	bloom energy stock rallied 66 percent last month . gains offing bloom energy stock company sells solid oxide fuel cells electricity generation rallied solid 66 percent last month around 21 trading days considerably outperforming p 500 remains 4.5 percent period . couple factors driving ...	0.6902938
130	2022-03-12	Finance	better worse markets show extreme volatility rapidly changing world late february mid march world drastically changed . financial markets reacted becoming much volatile unknowns emerged . markets displayed 60 percent volatility week ended mar 11 week russian invasion.	-0.076907516
131	2022-03-12	Finance	edward brown constitution ranger part appeal appeal frist circuit commander brown sentence dramatic standoff wife elaine engaged us marshals law enforcement 2007.	-0.65685505
132	2022-03-12	Finance	energy sector profiting market downtrend without doubt lot harder make money stock market downtrend like one done . certainly lot besides buy hold pray.	-0.0210036
133	2022-03-12	Finance	banks exposures russia much transparent non banks 2022 still significant opacity global financial system . rich investors losing money vast amount global population would hardly lose sleep . however financial institutions lose money invariably impact unsuspecting citizens.	-0.21379878
134	2022-03-12	Finance	billy walters gift help formerly incarcerated hope prisoners donation entrepreneur businessman billy walters spent years prison president donald trump granted clemency january 2021. walters committed helping coming prison.	0.05622928
135	2022-03-12	Finance	student loan cancellation mean think means means student loans.	-0.34123608
136	2022-03-12	Finance	11 percent dividend silences naysayers grows 150 percent even though prices rising take economy.	0.686471
137	2022-03-12	Finance	tiger woods helped fuel private equity hole one taylormade star power supply chain savvy pandemic golfing boom turned kps capital million investment golf club maker taylormade .7 billion.	0.16848022
138	2022-03-12	Finance	putin war ukraine cause food security crisis one side effect putin brutal invasion ukraine spike food prices threat face global food security crisis notably emerging markets.	-0.9484061
139	2022-03-12	Cryptocurrencies	price ripple xrp suddenly surging bitcoin ethereum bnb solana cardano terra luna avalanche flatline xrp payments cryptocurrency developed company ripple suddenly rocketed higher leaving bitcoin ethereum major coins dust ...	0.26675126
140	2022-03-13	Finance	ask larry son social security disability benefit affect family maximum today social security column addresses questions disability benefit affect family maximum claimed single record survivor benefits delaying 70 spousal benefits foreign pension.	-0.037877403
141	2022-03-13	Finance	investors reasons sell global tensions increase uncertainty stock market economy data points provide different perspective . viper report tom aspray discusses data thinks important investors traders.	-0.0025832495
142	2022-03-13	Finance	401 k default automatic annuity problem year 2022 default annuities might seem preposterous deeper issue government policy pushing retirees risky investments	-0.97687304
143	2022-03-13	Finance	war markets madness normal indeed war madness normal . result extensive data markets react conflict.	-0.4707518
144	2022-03-13	Finance	reader asks make junk money market boost yield principal gets nibbled . assess trade.	-0.06790528
145	2022-03-13	Stock Market	10x dividend growth 3 mining stocks one hard asset still flying radar ...	0.13259014
146	2022-03-13	Cryptocurrencies	future hold bitcoin mining mining bans put future bitcoin stake opportunity exercise financial self sovereignty via decentralized cryptocurrency . ever current state global political economic volatility access bitcoin increasingly seen human right free world.	0.046870656
147	2022-03-13	Finance	get killed inflation larry top ten secrets inflation 8 percent annually highest 40 years . risk inflation stay high go higher real . whatever factors driving inflation virtually everyone needs take financial cover . offer 10 top money magic tricks keeping inflation ruining finances.	0.08524822
148	2022-03-13	Stock Market	3 metals stocks hit new highs 2 important points make 3 steel stocks 1 historically cheap measured classic benjamin graham valuation metrics price earnings ratio past 5 year earnings record pay dividend	0.2731571
149	2022-03-13	Finance	inflation leaves fed good choices federal reserve typically option delay raising rates economy faced downside risk weakening option available due elevated inflation . stocks risen tightening cycles struggle immediately following first hike.	-0.3815924
150	2022-03-13	Finance	lessons future higher education expo2020 dubai aspirations many countries expo2020 dubai similar many colleges universities.	0.01589786
151	2022-03-13	Finance	devalue life experiences social media anticipating someone else think future presentation past experience could lead less enjoyment experience present.	-0.1457534
152	2022-03-13	Finance	home road kenya kensington one reporter takes work home skills grand tour last hurrah settling hopefully starting family.	0.033605672
153	2022-03-13	Cryptocurrencies	concerned fca bitcoin warnings uk financial regulator telling consumers prepared lose money since 2017. almost everyone listened kicking.	-0.8134308
154	2022-03-14	Cryptocurrencies	executive order makes policy crypto less cryptic recent executive order cryptocurrency thoughtful approach integrating crypto u.s. economy . order bad feared sweeping hoped.	-0.002385661
155	2022-03-14	Finance	pass entities claiming employee retention credit may limited 199a deduction pass entities claiming employee retention credit 199a deduction filing season may unexpected cash tax payment due.	-0.08086354
156	2022-03-14	Finance	financial advisors provide valuable tax planning tax planning important part wealth building strategy . might wondering financial advisor willing able offer tax planning guidance.	0.2970323
157	2022-03-14	Finance	3 common mistakes avoid tax season middle every american favorite time year hate tax season . starting jan 24th irs started accepting tax returns 2021 tax year . three common tax season mistakes want make	-0.0009052986
158	2022-03-14	Finance	key considerations adding commodities portfolio commodities prone big price moves directions . even volatility benefit holding part diversified portfolio . get exposure matters though.	0.033467762
159	2022-03-14	Finance	sum fears asian markets mixed india japan rose china hong kong philippines.	0.019992076
160	2022-03-14	Finance	musk challenges putin single combat ukraine russian official calls little devil little devil still young head russia space program said response musk challenge.	0.029203698
161	2022-03-14	Finance	future financial advice digital financial planning force multiplier allows advisors serve people insightful way	0.117106974
162	2022-03-14	Finance	deglobalization creates opportunity nevada based lithium miner biggest surprise russian invasion apart ukrainian stiff resistance quickly western business leaders moved cut ties russia . profit macro economic trend.	-0.3303818
163	2022-03-14	Finance	hollyfrontier making right moves despite underperforming market stock could worth share today 123 percent upside.	0.9184347
164	2022-03-14	Finance	bombshell report claims student loan servicer misled student loan borrowers means student loans	-0.9790878
165	2022-03-14	Finance	lost electronic cash tough luck . comes lose wallet lose cash . lose phone . central bank digital currency work.	-0.41880202
166	2022-03-14	Finance	irs better taxpayer privacy instead facial recognition marie sapirie examines irs identity verification better respect taxpayers privacy interests implementation facial recognition system last year.	0.0796035
167	2022-03-14	Stock Market	netflix stock sinks lowest point since march 2020 amid increased competition shares popular streaming service 40 percent year.	-0.9875227
168	2022-03-14	Stock Market	chinese stock crash u.s. losses top .1 trillion beijing russia ties spark investor concerns chinese stocks trading u.s. plunged 75 percent peak eclipsing losses global financial crisis 2008.	-0.94725984
169	2022-03-14	Stock Market	lockdowns china weigh stock rally potential peace talks ukraine positive developments russia ukraine peace talks cause equity index futures rally night rising covid 19 cases lockdowns china causing pullback.	-0.39952767
170	2022-03-14	Finance	ark save cash burning innovators etf portfolio filled cash burning companies continue trade nosebleed valuations.	0.39671618
171	2022-03-14	Finance	chinese education sector faces testing times based fenbi falling valuation company currently valued less billion private markets according new york based data firm cb insights almost 40 percent billion valuation reached february 2021.	0.049514722
172	2022-03-14	Finance	biden could pause student loans forever imagine never make student loan payments.	-0.3337053
